Vehicle ID,State,Country,Location,Repair,Reason,YEAR,Make,Body Type
6.22E+14,Missouri,United States,"Missouri, United States",Fuel tank,Hole,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
6.22E+14,Missouri,United States,"Missouri, United States",Rocker Panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
6.22E+14,Missouri,United States,"Missouri, United States",Windshield replacement,Crack,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
6.28E+14,Missouri,United States,"Missouri, United States",Rocker Panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
6.34E+14,Missouri,United States,"Missouri, United States",Rocker Panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
6.34E+14,Missouri,United States,"Missouri, United States",Shocks,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
6.34E+14,Missouri,United States,"Missouri, United States",Struts,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
6.41E+14,Missouri,United States,"Missouri, United States",Brake line replacement,Corrosion,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
6.41E+14,Missouri,United States,"Missouri, United States",Cab corner panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
6.41E+14,Missouri,United States,"Missouri, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
6.41E+14,Missouri,United States,"Missouri, United States",Fuel tank,Corrosion,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
6.41E+14,Missouri,United States,"Missouri, United States",Fuel tank,Hole,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
6.41E+14,Missouri,United States,"Missouri, United States",Rocker Panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
6.41E+14,Missouri,United States,"Missouri, United States",Windshield replacement,Crack,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
6.47E+14,Missouri,United States,"Missouri, United States",Rocker Panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
6.53E+14,Missouri,United States,"Missouri, United States",Rocker Panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
6.59E+14,Missouri,United States,"Missouri, United States",Rocker Panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
6.66E+14,Missouri,United States,"Missouri, United States",Rocker Panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
6.72E+14,Missouri,United States,"Missouri, United States",Rocker Panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
6.79E+14,Missouri,United States,"Missouri, United States",Rocker Panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
6.79E+14,Missouri,United States,"Missouri, United States",Transmission,slips in and out of gear,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
6.79E+14,Missouri,United States,"Missouri, United States",Wheel Arch,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
6.85E+14,Missouri,United States,"Missouri, United States",Tire repair,Flat- reparable,2019,Chevrolet Silverado,1500 LD 4WD Double Cab LT w/1LT
6.85E+14,Missouri,United States,"Missouri, United States",Tire replacement,Flat- hole not reparable,2019,Chevrolet Silverado,1500 LD 4WD Double Cab LT w/1LT
6.91E+14,Missouri,United States,"Missouri, United States",Dent Repair Left Fender,Collision,2019,RAM,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
6.91E+14,Missouri,United States,"Missouri, United States",Tire replacement,Flat- hole not reparable,2019,RAM,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
6.98E+14,Mississippi,United States,"Mississippi, United States",Tire replacement,Flat- hole not reparable,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
7.05E+14,Mississippi,United States,"Mississippi, United States",Battery replacement,Dead battery,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
7.05E+14,Mississippi,United States,"Mississippi, United States",Tire replacement,Flat- hole not reparable,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
7.11E+14,Mississippi,United States,"Mississippi, United States",Tire repair,Flat- reparable,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
7.18E+14,Mississippi,United States,"Mississippi, United States",Dent Repair Rear,Collision,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
7.24E+14,Montana,United States,"Montana, United States",Dent Repair Left Fender,Collision,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
7.24E+14,Montana,United States,"Montana, United States",Windshield replacement,Crack,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
7.31E+14,Montana,United States,"Montana, United States",Dent Repair Rear,Collision,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
7.31E+14,Montana,United States,"Montana, United States",Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
7.38E+14,Montana,United States,"Montana, United States",Tire replacement,Flat- hole not reparable,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
7.44E+14,Montana,United States,"Montana, United States",Dent Repair Left Fender,Collision,2019,Chevrolet Silverado,1500 LD 4WD Double Cab LT w/1LT
7.44E+14,Montana,United States,"Montana, United States",Tire repair,Flat- reparable,2019,Chevrolet Silverado,1500 LD 4WD Double Cab LT w/1LT
7.51E+14,Montana,United States,"Montana, United States",Tire repair,Flat- reparable,2019,RAM,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
7.58E+14,North Carolina,United States,"North Carolina, United States",Tire repair,Flat- reparable,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
7.65E+14,North Carolina,United States,"North Carolina, United States",Dent Repair Left Fender,Collision,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
7.72E+14,North Carolina,United States,"North Carolina, United States",Tire repair,Flat- reparable,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
7.78E+14,North Carolina,United States,"North Carolina, United States",Tire replacement,Flat- hole not reparable,2019,Chevrolet Silverado,1500 LD 4WD Double Cab LT w/1LT
7.85E+14,North Carolina,United States,"North Carolina, United States",Tire replacement,Flat- hole not reparable,2019,RAM,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
7.92E+14,North Dakota,United States,"North Dakota, United States",Battery replacement,Dead battery,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
7.99E+14,North Dakota,United States,"North Dakota, United States",Battery replacement,Dead battery,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
7.99E+14,North Dakota,United States,"North Dakota, United States",Tire replacement,Flat- hole not reparable,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
8.06E+14,North Dakota,United States,"North Dakota, United States",Battery replacement,Dead battery,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.06E+14,North Dakota,United States,"North Dakota, United States",Tire repair,Flat- reparable,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.06E+14,North Dakota,United States,"North Dakota, United States",Tire replacement,Flat- hole not reparable,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.06E+14,North Dakota,United States,"North Dakota, United States",Transmission,slips in and out of gear,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.06E+14,North Dakota,United States,"North Dakota, United States",Windshield replacement,Crack,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.13E+14,North Dakota,United States,"North Dakota, United States",Tire repair,Flat- reparable,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
8.2E+14,Nebraska,United States,"Nebraska, United States",Battery replacement,Dead battery,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.27E+14,Nebraska,United States,"Nebraska, United States",Dent Repair Left Fender,Collision,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
8.27E+14,Nebraska,United States,"Nebraska, United States",Tire repair,Flat- reparable,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
8.35E+14,Nebraska,United States,"Nebraska, United States",Dent Repair Left Fender,Collision,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
8.42E+14,Nebraska,United States,"Nebraska, United States",Dent Repair Left Fender,Collision,2019,Chevrolet Silverado,1500 LD 4WD Double Cab LT w/1LT
8.42E+14,Nebraska,United States,"Nebraska, United States",Tire repair,Flat- reparable,2019,Chevrolet Silverado,1500 LD 4WD Double Cab LT w/1LT
8.49E+14,Nebraska,United States,"Nebraska, United States",Dent Repair Left Fender,Collision,2019,RAM,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
8.49E+14,Nebraska,United States,"Nebraska, United States",Dent Repair Rear,Collision,2019,RAM,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
8.49E+14,Nebraska,United States,"Nebraska, United States",Tire repair,Flat- reparable,2019,RAM,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
8.56E+14,New Hampshire,United States,"New Hampshire, United States",Fuel tank,Hole,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
8.56E+14,New Hampshire,United States,"New Hampshire, United States",Rocker Panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
8.56E+14,New Hampshire,United States,"New Hampshire, United States",Shocks,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
8.56E+14,New Hampshire,United States,"New Hampshire, United States",Struts,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
8.63E+14,New Hampshire,United States,"New Hampshire, United States",Brake line replacement,Corrosion,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.63E+14,New Hampshire,United States,"New Hampshire, United States",Cab corner panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.63E+14,New Hampshire,United States,"New Hampshire, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.63E+14,New Hampshire,United States,"New Hampshire, United States",Fuel tank,Corrosion,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.63E+14,New Hampshire,United States,"New Hampshire, United States",Rocker Panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.71E+14,New Hampshire,United States,"New Hampshire, United States",Cab corner panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.78E+14,New Hampshire,United States,"New Hampshire, United States",Cab corner panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.85E+14,New Hampshire,United States,"New Hampshire, United States",Cab corner panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.93E+14,New Hampshire,United States,"New Hampshire, United States",Cab corner panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
9E+14,New Hampshire,United States,"New Hampshire, United States",Cab corner panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
9.07E+14,New Hampshire,United States,"New Hampshire, United States",Cab corner panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
9.15E+14,New Hampshire,United States,"New Hampshire, United States",Dent Repair Left Fender,Collision,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
9.53E+14,New Hampshire,United States,"New Hampshire, United States",Rocker Panel,Rust,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
9.53E+14,New Hampshire,United States,"New Hampshire, United States",Tire replacement,Flat- hole not reparable,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
9.53E+14,New Hampshire,United States,"New Hampshire, United States",Wheel Arch,Rust,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
9.53E+14,New Hampshire,United States,"New Hampshire, United States",Windshield replacement,Crack,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
9.6E+14,New Jersey,United States,"New Jersey, United States",Battery replacement,Dead battery,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
9.6E+14,New Jersey,United States,"New Jersey, United States",Cab corner panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
9.68E+14,New Jersey,United States,"New Jersey, United States",Cab corner panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
9.76E+14,New Jersey,United States,"New Jersey, United States",Cab corner panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
9.83E+14,New Jersey,United States,"New Jersey, United States",Cab corner panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
9.91E+14,New Jersey,United States,"New Jersey, United States",Cab corner panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
9.99E+14,New Jersey,United States,"New Jersey, United States",Cab corner panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.01E+15,New Jersey,United States,"New Jersey, United States",Cab corner panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.01E+15,New Jersey,United States,"New Jersey, United States",Cab corner panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.02E+15,New Jersey,United States,"New Jersey, United States",Cab corner panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.03E+15,New Jersey,United States,"New Jersey, United States",Cab corner panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.03E+15,New Jersey,United States,"New Jersey, United States",Shocks,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.03E+15,New Jersey,United States,"New Jersey, United States",Struts,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.04E+15,New Jersey,United States,"New Jersey, United States",Battery replacement,Dead battery,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.04E+15,New Jersey,United States,"New Jersey, United States",Brake line replacement,Corrosion,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.04E+15,New Jersey,United States,"New Jersey, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.04E+15,New Jersey,United States,"New Jersey, United States",Fuel tank,Corrosion,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.04E+15,New Jersey,United States,"New Jersey, United States",Wheel Arch,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.05E+15,New Jersey,United States,"New Jersey, United States",Fuel tank,Hole,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.05E+15,New Jersey,United States,"New Jersey, United States",Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.06E+15,New Jersey,United States,"New Jersey, United States",Rocker Panel,Rust,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.07E+15,New Jersey,United States,"New Jersey, United States",Rocker Panel,Rust,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.08E+15,New Mexico,United States,"New Mexico, United States",Battery replacement,Dead battery,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.09E+15,New Mexico,United States,"New Mexico, United States",Dent Repair Rear,Collision,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.09E+15,New Mexico,United States,"New Mexico, United States",Tire replacement,Flat- hole not reparable,2019,Chevrolet Silverado,1500 LD 4WD Double Cab LT w/1LT
1.09E+15,New Mexico,United States,"New Mexico, United States",Windshield replacement,Crack,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.09E+15,New Mexico,United States,"New Mexico, United States",Dent Repair Rear,Collision,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.1E+15,New Mexico,United States,"New Mexico, United States",Dent Repair Left Fender,Collision,2019,RAM,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.1E+15,New Mexico,United States,"New Mexico, United States",Tire replacement,Flat- hole not reparable,2019,RAM,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.11E+15,Nevada,United States,"Nevada, United States",Battery replacement,Dead battery,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.11E+15,Nevada,United States,"Nevada, United States",Tire repair,Flat- reparable,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.12E+15,Nevada,United States,"Nevada, United States",Battery replacement,Dead battery,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.12E+15,Nevada,United States,"Nevada, United States",Tire repair,Flat- reparable,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.13E+15,Nevada,United States,"Nevada, United States",Dent Repair Left Fender,Collision,2019,Chevrolet Silverado,1500 LD 4WD Double Cab LT w/1LT
1.14E+15,New York,United States,"New York, United States",Brake line replacement,Corrosion,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.14E+15,New York,United States,"New York, United States",Cab corner panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.14E+15,New York,United States,"New York, United States",Fuel tank,Hole,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.14E+15,New York,United States,"New York, United States",Cab corner panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.15E+15,New York,United States,"New York, United States",Cab corner panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.16E+15,New York,United States,"New York, United States",Cab corner panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.17E+15,New York,United States,"New York, United States",Cab corner panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.18E+15,New York,United States,"New York, United States",Cab corner panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.18E+15,New York,United States,"New York, United States",Shocks,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.18E+15,New York,United States,"New York, United States",Struts,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.19E+15,New York,United States,"New York, United States",Cab corner panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.19E+15,New York,United States,"New York, United States",Shocks,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.19E+15,New York,United States,"New York, United States",Struts,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.19E+15,New York,United States,"New York, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.19E+15,New York,United States,"New York, United States",Fuel tank,Corrosion,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.19E+15,New York,United States,"New York, United States",Wheel Arch,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.2E+15,New York,United States,"New York, United States",Wheel Arch,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.21E+15,New York,United States,"New York, United States",Dent Repair Left Fender,Collision,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.21E+15,New York,United States,"New York, United States",Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.22E+15,New York,United States,"New York, United States",Rocker Panel,Rust,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.22E+15,New York,United States,"New York, United States",Wheel Arch,Rust,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.23E+15,New York,United States,"New York, United States",Rocker Panel,Rust,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.23E+15,New York,United States,"New York, United States",Wheel Arch,Rust,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.24E+15,New York,United States,"New York, United States",Tire replacement,Flat- hole not reparable,2019,RAM,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.25E+15,Ohio,United States,"Ohio, United States",Brake line replacement,Corrosion,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.25E+15,Ohio,United States,"Ohio, United States",Cab corner panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.25E+15,Ohio,United States,"Ohio, United States",Shocks,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.25E+15,Ohio,United States,"Ohio, United States",Struts,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.26E+15,Ohio,United States,"Ohio, United States",Cab corner panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.26E+15,Ohio,United States,"Ohio, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.26E+15,Ohio,United States,"Ohio, United States",Fuel tank,Corrosion,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.26E+15,Ohio,United States,"Ohio, United States",Wheel Arch,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.26E+15,Ohio,United States,"Ohio, United States",Fuel tank,Hole,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.26E+15,Ohio,United States,"Ohio, United States",Wheel Arch,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.27E+15,Ohio,United States,"Ohio, United States",Wheel Arch,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.28E+15,Ohio,United States,"Ohio, United States",Transmission,slips in and out of gear,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.28E+15,Ohio,United States,"Ohio, United States",Wheel Arch,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.29E+15,Ohio,United States,"Ohio, United States",Transmission,slips in and out of gear,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.29E+15,Ohio,United States,"Ohio, United States",Wheel Arch,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.3E+15,Ohio,United States,"Ohio, United States",Rocker Panel,Rust,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.3E+15,Ohio,United States,"Ohio, United States",Wheel Arch,Rust,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.31E+15,Ohio,United States,"Ohio, United States",Rocker Panel,Rust,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.31E+15,Ohio,United States,"Ohio, United States",Wheel Arch,Rust,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.32E+15,Ohio,United States,"Ohio, United States",Wheel Arch,Rust,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.33E+15,Ohio,United States,"Ohio, United States",Wheel Arch,Rust,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.34E+15,Ohio,United States,"Ohio, United States",Wheel Arch,Rust,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.34E+15,Ohio,United States,"Ohio, United States",Wheel Arch,Rust,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.35E+15,Ohio,United States,"Ohio, United States",Tire replacement,Flat- hole not reparable,2019,Chevrolet Silverado,1500 LD 4WD Double Cab LT w/1LT
1.36E+15,Ohio,United States,"Ohio, United States",Dent Repair Left Fender,Collision,2019,RAM,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.36E+15,Ohio,United States,"Ohio, United States",Dent Repair Rear,Collision,2019,RAM,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.36E+15,Ohio,United States,"Ohio, United States",Windshield replacement,Crack,2019,RAM,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.37E+15,Oklahoma,United States,"Oklahoma, United States",Battery replacement,Dead battery,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.37E+15,Oklahoma,United States,"Oklahoma, United States",Tire repair,Flat- reparable,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.37E+15,Oklahoma,United States,"Oklahoma, United States",Windshield replacement,Crack,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.38E+15,Oklahoma,United States,"Oklahoma, United States",Tire repair,Flat- reparable,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.38E+15,Oklahoma,United States,"Oklahoma, United States",Transmission,slips in and out of gear,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.39E+15,Oklahoma,United States,"Oklahoma, United States",Transmission,slips in and out of gear,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.4E+15,Oklahoma,United States,"Oklahoma, United States",Transmission,slips in and out of gear,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.41E+15,Oklahoma,United States,"Oklahoma, United States",Transmission,slips in and out of gear,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.42E+15,Oklahoma,United States,"Oklahoma, United States",Transmission,slips in and out of gear,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.43E+15,Oklahoma,United States,"Oklahoma, United States",Transmission,slips in and out of gear,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.44E+15,Oklahoma,United States,"Oklahoma, United States",Tire repair,Flat- reparable,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.44E+15,Oklahoma,United States,"Oklahoma, United States",Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.45E+15,Oklahoma,United States,"Oklahoma, United States",Tire repair,Flat- reparable,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.45E+15,Oklahoma,United States,"Oklahoma, United States",Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.46E+15,Oklahoma,United States,"Oklahoma, United States",Dent Repair Left Fender,Collision,2019,Chevrolet Silverado,1500 LD 4WD Double Cab LT w/1LT
1.46E+15,Oklahoma,United States,"Oklahoma, United States",Dent Repair Rear,Collision,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.46E+15,Oklahoma,United States,"Oklahoma, United States",Tire repair,Flat- reparable,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.46E+15,Oklahoma,United States,"Oklahoma, United States",Tire repair,Flat- reparable,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.47E+15,Oklahoma,United States,"Oklahoma, United States",Tire repair,Flat- reparable,2019,Chevrolet Silverado,1500 LD 4WD Double Cab LT w/1LT
